Date,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value
1998-04-30,91.861737034,92.783769642,86.167032881,90.638181124,73.978288462,77.534272838,80.945536617,86.094190487,84.294667259,84.65430985,93.695957117,93.993239762,85.656150305,91.755431251,89.398124955,87.857807435,89.756457199,91.013410314,82.423982222,86.089881243,72.974888202,85.298547659,77.351238489,91.799460372,85.962385998,90.579347049,90.871495944,91.456752573,74.060920193,80.568862228,95.514705848,79.636163806,89.568786716,94.050079465,90.671314076,89.33952301,92.77380228,89.42800545,79.249074023,87.430144463,90.249478826,91.640305052,85.22801158,94.930607483,84.978748485,85.026937522,87.587295798,93.733847152,87.665338284,90.517835221
1998-05-31,92.281223159,93.565334857,86.596178143,91.295709034,75.106056994,78.207905179,81.948610209,86.606528742,84.689095366,85.29742532,94.100505186,94.495521049,86.322941853,92.228807423,89.965803744,88.849317722,90.334743084,91.699503082,83.04041624,86.692739892,74.100209091,86.173817068,78.083413218,92.312951489,87.234143558,91.085142171,91.268311053,91.602038788,75.172827076,81.126320066,96.10173967,80.79863488,90.23183903,94.723611162,91.35592281,90.262476261,93.253076942,90.17543361,79.852916604,88.105731327,90.330301904,92.453642058,85.910322878,95.360386407,85.392920578,85.393105269,88.350400101,94.272747679,88.518537251,91.073579951
1998-06-30,92.57451139,94.118329843,87.098082184,92.266874765,75.895667899,78.842642703,82.988782229,87.155371153,85.112465323,85.883831021,94.426144365,94.730887662,86.883724849,92.721119156,90.512609773,89.871693259,90.948249781,92.238045041,83.66432612,87.148760992,75.139071435,86.912439294,78.812235006,92.7436662,88.459200577,91.530951405,91.725914188,91.610822689,76.261461692,81.930010873,96.68375244,82.109168107,90.859302112,95.36010426,91.848128574,91.106059803,93.504862049,90.813945342,80.305150375,88.806826482,90.254947583,93.028793398,86.487611969,95.378514727,85.707694806,85.785184699,88.711370132,94.499554046,89.243676178,91.555930549
1998-07-31,92.8894109,94.324950309,87.673848208,93.083219449,76.465308715,79.364921523,83.776923392,87.480788591,85.446473199,86.369935166,94.539216445,94.782913356,87.299959899,93.109621099,90.855636816,90.402159793,91.264060229,92.649130973,84.190696273,87.279220453,76.007581791,87.255503891,79.634452265,93.025481074,89.085622881,91.940783579,92.010918938,91.788779178,77.054960611,82.770029854,97.004234832,82.987854306,91.209661166,95.827546004,92.014980122,91.639560163,93.756621448,91.206929053,80.629506269,89.230110491,90.117475528,93.273637874,86.978661825,95.308369606,85.915702569,86.061954725,88.951356928,94.6774621,89.831359163,92.001333085
1998-08-31,93.175236022,94.255492808,88.0777946,93.516435075,76.855521652,79.763025932,84.189977318,87.562872031,85.652652521,86.668896935,94.308984449,94.777180042,87.498725039,93.199749375,90.96875266,90.734697429,91.288873056,92.954001085,84.536207326,87.107120738,76.516522112,87.392349396,80.266642074,93.140023515,89.462026195,92.192281364,92.234266587,92.09265728,77.537995456,82.989874074,97.118978956,83.310688676,91.353176727,96.057908905,92.042153487,91.880729912,93.994275215,91.283798771,80.912865663,89.439064901,89.978319056,93.279986309,87.372892544,95.294732657,86.192226476,86.104618583,89.26155771,94.969334689,90.121335644,92.3063652
1998-09-30,93.352964063,94.048323195,88.257738524,93.763297547,77.186956863,80.085602975,84.369764587,87.526832878,85.810839933,87.05018053,93.645318074,94.554164571,87.406010585,93.250507433,91.179726811,91.181422956,91.286713556,93.046109526,84.795035253,87.134009061,76.67715176,87.658445627,80.517034772,93.172844636,89.741244148,92.143268841,92.79431516,92.264050634,77.770060069,82.955478567,97.182214786,83.226758081,91.611595581,95.988605353,92.287290102,92.006734605,94.121483728,91.181242988,81.159357546,89.650275696,89.886406166,93.220203793,87.531364838,95.351412182,86.501518272,86.093101947,89.555982953,95.123685184,90.050191381,92.16325489
1998-10-31,93.571896662,93.837306394,88.436178442,94.005349864,77.62644251,80.421904031,84.428420724,87.430608337,86.029115634,87.533800455,92.748567941,94.152521093,87.514570782,93.579577448,91.717821658,91.948266915,91.526739135,93.05401944,84.877937613,87.517875133,76.811923793,88.01471066,80.787645005,93.193901832,89.83509738,91.84670778,93.876846939,92.28826698,78.019062264,82.889245238,97.300714605,83.095204518,91.87036231,95.632014111,92.566293525,92.358477823,94.035758614,91.150925712,81.319092006,89.883472688,90.080092669,93.257952252,87.657703324,95.587466941,86.659722725,86.213373075,89.624908086,95.067474104,90.071758843,91.673149727
1998-11-30,93.801370792,93.675071304,88.72801128,94.209817741,77.885648659,80.864224652,84.517830519,87.333364262,86.328976853,87.900696205,92.135708702,94.088077578,87.78705785,93.902418359,92.496522313,92.74762712,91.809219692,93.277288914,84.719568452,87.739499706,77.106986647,88.241344737,81.220820648,93.311989208,89.852383065,91.551231352,95.078041922,92.322856833,78.420708949,82.887444529,97.405190251,83.427532389,91.820402776,95.152046076,92.586952078,92.863858944,93.915048074,91.210771491,81.429316884,90.174126123,90.640935558,93.64818412,87.989062638,95.713122161,86.632704409,86.566420034,89.688809187,94.987808446,90.23127358,91.319156435
1998-12-31,93.90018332,93.528214208,89.128970318,94.263685282,78.039754421,81.488360067,84.714434174,87.36638886,86.563147092,88.163254792,92.184093877,94.462688487,87.888075942,93.881697102,92.977399318,93.207156881,92.053476156,93.474614315,84.561224926,87.937463047,77.390871269,88.23614998,81.578158444,93.658714472,90.04537272,91.496484664,95.726648999,92.327970098,78.733626001,83.216006601,97.364700131,83.883376834,91.799939035,94.883909468,92.477760659,93.037222923,93.931369776,91.278720409,81.520340458,90.510529479,91.219275354,94.214045907,88.250224233,95.543281028,86.551114241,86.939198083,89.765666474,94.960707255,90.031621512,91.218986486
1999-01-31,93.987440442,93.49374304,89.513850222,94.208017738,78.46748446,82.119719025,85.034764961,87.635848198,86.842270691,88.529121401,92.733106516,95.057788008,88.050432413,93.722404181,92.795230317,93.331943557,92.358129705,93.502344724,84.686875963,88.375700812,77.773798136,88.305779368,81.80222122,94.088908251,90.44022755,91.634864817,95.608795974,92.330827993,78.975172203,83.621240588,97.288296475,84.154316488,92.069667604,95.006655292,92.571661519,92.97022088,94.119747675,91.324939078,81.579620369,90.867471571,91.701157089,94.57324412,88.310957997,95.418035282,86.579520855,87.276338854,90.032071619,94.952459364,89.852273313,91.204944859
1999-02-28,94.311949847,93.732438529,89.929753696,94.18427922,79.193432921,82.614883312,85.297593254,88.125192426,87.306671491,89.065846774,93.359826193,95.675242653,88.337721813,93.949253496,92.552448966,93.325282122,92.765506402,93.716400116,85.179233601,88.680948691,78.406582555,88.785873188,82.172228493,94.452384518,90.84306491,91.896558667,95.278213023,92.491360801,79.369487641,83.805121919,97.405071208,84.418810407,92.488078855,95.471516735,93.039256978,93.126028384,94.591052891,91.429609806,81.667590212,91.267574718,92.258436545,95.017510581,88.797820993,95.695641709,86.7822127,87.671378545,90.785155068,95.06457413,90.230100135,91.346326527
1999-03-31,94.866705578,94.342169809,90.541337799,94.320878535,80.179205813,83.221739324,85.782326345,88.701193487,87.836999448,89.740226281,93.843641365,96.119223831,88.918840743,94.427415248,92.82399137,93.550465117,93.267319778,94.088410233,85.930502137,89.03470615,79.304462746,89.580076682,83.022526043,94.852206085,91.203487472,92.325523865,95.321957134,92.849314883,80.011426945,84.144428205,97.58054455,84.877648575,93.017288659,96.140517285,93.704177708,93.67534636,95.213299942,91.894521413,82.083778818,91.804870873,92.935965149,95.493448014,89.776414742,96.24450837,87.259558318,88.182429347,91.730133686,95.444649512,91.086346413,91.885377642
1999-04-30,95.365661077,95.207184551,91.111057708,94.764406435,81.359773864,84.114771537,86.821107287,89.408377437,88.328721795,90.452344045,94.178649333,96.449620046,89.827782014,94.927221999,93.535698751,94.163760595,93.788532121,94.562328613,86.903123668,89.720114447,80.402462491,90.528091422,84.258461828,95.433964844,91.628805063,92.967772364,95.773246461,93.273930497,80.881449145,85.088361335,97.717957978,85.637565313,93.649849255,96.807799308,94.372039575,94.340640736,95.797007411,92.613578144,83.038036613,92.608736685,93.761099688,95.794321422,90.584890272,96.822835422,88.073989771,88.899155616,92.572649922,96.012972962,92.127842067,92.765444784
1999-05-31,95.796925806,95.927028263,91.569704605,95.394465485,82.551203098,85.350415113,88.091971583,90.442949054,88.920636694,91.214338961,94.159552678,96.866449793,90.73533152,95.541006684,94.324407982,94.935561468,94.389959488,95.17265546,87.971183765,90.429913196,81.675711848,91.569926983,85.58783522,96.192199864,92.359600515,93.80892699,96.256953119,93.676354105,81.999586769,86.326398995,98.053935083,86.681396846,94.179378136,97.33147473,94.980294341,94.936150122,96.374170144,93.418299705,84.202086223,93.486396757,94.615852221,96.050053356,91.313978825,97.313908527,89.132583591,89.696810445,93.343882655,96.51020971,93.063286845,93.741158797
1999-06-30,96.237775494,96.363948222,92.077463054,95.92398729,83.475735823,86.593925969,89.409329995,91.624955228,89.670937609,91.9131651,93.686734516,97.31815955,91.532722364,96.125515877,95.052044496,95.482905733,95.005503975,95.812332559,88.914738922,91.068693225,83.108952996,92.533381472,86.844717011,96.850153612,93.344738151,94.72071475,96.543720475,94.131407819,83.253215508,87.672283087,98.507057586,88.040698525,94.727147672,97.758980074,95.632558099,95.608517078,96.804669274,94.345238439,85.230980921,94.237449947,95.287294848,96.392270647,92.121339369,97.682997944,90.278690586,90.33427017,94.080174636,96.786759512,93.980620083,94.535170231
1999-07-31,96.532683885,96.717818291,92.639621025,96.170347972,84.112470089,87.473014586,90.48685042,92.522538034,90.175751079,92.725078763,93.171818907,97.625868179,92.132883361,96.636295707,95.707553746,95.759406695,95.379912523,96.211805988,89.691267608,91.762077585,84.457852996,93.282379733,87.957083125,97.264835197,94.023317619,95.502417707,96.726847417,94.706274073,84.171639961,88.867016023,98.794143781,89.361395806,95.207298146,98.180635891,96.193239554,96.310095439,97.063412929,95.012990728,86.016393264,94.824202627,95.733195854,96.918012562,92.651281347,97.891556128,91.314698538,90.823070779,94.444148787,96.964189938,94.654935736,95.013708143
1999-08-31,96.756867392,97.015241242,93.123448674,96.293427055,84.655420925,88.14059743,91.026892224,92.993256329,90.482065378,93.404587376,93.025302348,97.704400306,92.551502509,96.920323225,96.088293971,96.044768045,95.543641231,96.316733178,90.321624142,92.404475507,85.404388626,93.739769643,88.822728057,97.523017327,94.189445761,95.862070702,96.796883624,95.215831959,84.706520363,89.432571603,98.917804095,90.404292151,95.471777917,98.500168841,96.603773844,96.724215354,97.34509407,95.149800283,86.56205065,95.105868736,95.914348188,97.436097959,92.951079837,97.92242941,92.097952843,91.380993718,94.621557488,97.126844333,94.915448155,95.300893415
1999-09-30,96.959843243,97.07764199,93.460069611,96.50565157,85.092966635,88.647514233,91.235405455,93.170128352,90.832769103,93.643655828,93.319287095,97.450501769,92.87313783,96.987689188,96.191344969,96.319543263,95.816601458,96.413418243,90.816318072,92.863913313,85.93832837,93.930308597,89.300706403,97.5503011,94.175713862,95.841747247,96.710039679,95.441616432,85.213602395,89.676858149,99.018699669,90.862337487,95.777975413,98.576717838,96.789204859,96.717845404,97.381491571,94.987938473,87.071163031,95.145809595,95.84804927,97.631072173,93.119671237,97.93999625,92.66082601,91.834701763,94.911893704,97.172138707,95.030728112,95.486482648
1999-10-31,97.205208571,96.87909174,93.68962319,96.72377056,85.523955047,89.004867773,91.31300886,93.08469827,91.227388705,94.006649693,93.915388529,97.061805717,92.976945717,97.123315362,96.22184845,96.469154632,96.125160323,96.469765328,91.153948224,93.046403927,86.443719977,94.084402902,89.477026115,97.37218428,94.242736669,95.65069467,96.691168287,95.457405564,85.857460848,89.911928596,99.066962198,90.827317887,95.986772877,98.39579497,96.66070108,96.43520178,97.123586944,95.032323236,87.820172928,95.285073167,95.741736695,97.712734672,93.214776427,97.967100193,93.098983737,92.007186578,95.051702028,97.158441745,95.086749073,95.631386739
1999-11-30,97.509986264,96.622986157,93.946640461,96.702671713,86.080135742,89.397094133,91.677796319,92.926698682,91.777749475,94.420559405,94.645939521,96.912876457,92.992692611,97.302844812,96.290493916,96.504251982,96.375875921,96.399905455,91.395619172,93.00811775,86.937778665,94.223402246,89.664313485,97.379174342,94.535617791,95.441956868,96.901817776,95.555108794,86.587638332,90.13742249,98.994845154,91.05598418,96.119784532,98.107456251,96.558640509,96.147603204,97.057873803,95.247568242,88.689305894,95.734754989,95.728332476,97.858748548,93.478148753,97.885003629,93.474888954,92.079666249,95.159120948,97.297737076,95.225800383,95.80731821
1999-12-31,97.661197419,96.481355058,94.492212938,96.659719413,87.539450806,90.048979301,92.356886717,93.017530753,92.367475839,94.720337229,95.482638571,97.140109984,93.315081149,97.364780999,96.338078303,96.50411072,96.650269468,96.474598485,91.721922717,93.177647486,87.545669561,94.506884619,90.195474206,97.783330583,94.93431289,95.50605988,97.299320518,95.805948988,87.2973787,90.593170992,98.990757756,91.662574745,96.329298527,97.890281439,96.546551498,96.100656651,97.425405184,95.449612613,89.378584792,96.229403557,95.840546306,98.025122517,94.080786941,97.854579875,93.838109961,92.258869222,95.71552223,97.606232374,95.618054369,95.954052714
2000-01-31,97.713315902,96.431455084,95.188112749,96.894043486,88.480697255,90.806314559,92.741533008,93.266560288,92.811554223,94.979424098,96.1881949,97.712341192,93.653262373,97.375118048,96.437733582,96.654012369,97.008286769,96.952397477,92.168317492,93.46317267,88.324157676,94.964348527,90.826351376,98.233870224,95.231814118,95.897866015,97.743212786,96.002420909,87.930480776,91.184084013,99.154680452,92.063324568,96.521058142,97.834042056,96.659070224,96.422691555,97.836513103,95.604199629,89.728780389,96.412650632,96.161161507,98.214308313,94.580373766,98.049728633,94.235455968,92.456966955,96.27859984,98.02700236,95.91728807,96.089539493
2000-02-29,97.877719716,96.506133815,95.932066768,97.399565388,88.855562941,91.814439845,92.946054093,93.603635778,93.303739802,95.412232665,96.582268818,98.475478376,94.08498735,97.681001103,96.891395127,97.14849423,97.498751626,97.635095952,92.716324501,93.814785409,89.195488881,95.648715487,91.599543425,98.518621207,95.693303772,96.489202965,98.195075997,96.266621977,88.64522935,91.704522584,99.325639908,92.207954586,96.793335852,98.017858827,97.420779317,97.12710434,98.274609971,95.892720598,90.058420272,96.643970054,96.708615508,98.521384437,95.040844573,98.488025432,94.70707252,92.913734161,96.661041082,98.521829824,96.302263801,96.382257867
2000-03-31,98.190589655,96.844177047,96.649240196,98.137007326,90.315950937,93.134140764,93.618227917,94.321838231,93.999512385,96.419217819,96.796176728,99.197708878,95.031758431,98.356451058,97.697432945,97.868709175,98.042198365,98.34815634,93.457771505,94.54019743,90.312337378,96.642369888,92.820426419,98.915949637,96.563803868,97.217875271,98.669688172,96.812592094,89.67752567,92.494133747,99.574999404,92.702169785,97.355799558,98.439354856,98.508551002,97.983532056,98.935457467,96.608768429,90.984754619,97.269981259,97.424774073,98.930444877,95.85978269,99.119884343,95.368494031,93.977184159,97.312107059,99.10270215,97.127479176,96.847250311
2000-04-30,98.781725024,97.399107729,97.307092382,98.833278663,91.961266346,94.367785796,94.873215283,95.373592018,94.695213237,97.576922571,96.927633498,99.793110948,96.118092269,99.15115223,98.584445228,98.642947467,98.730604925,98.927072665,94.529070993,95.46718138,91.70108504,97.700813209,94.23955054,99.459092769,97.590268029,98.047229919,99.183423739,97.474139835,91.019288614,93.575483338,99.978119116,93.768514791,98.198412666,98.988245476,99.284854901,98.746104869,99.588858155,97.565740503,92.513735078,98.141112088,98.319182842,99.418938077,96.745319169,99.736843378,96.224760424,95.250409391,98.215221699,99.823505927,98.087656034,97.417052732
2000-05-31,99.579035709,98.03546659,98.054950901,99.285820662,93.472668938,95.577567174,96.392854273,96.483819621,95.482790162,98.371443305,97.096750104,100.26922932,97.221563699,99.948410946,99.388995494,99.404810608,99.500475287,99.330804116,95.812993339,96.492428581,93.40790467,98.690427259,95.633666166,99.97231835,98.412114785,98.888231275,99.70440109,98.053210159,92.50677253,94.784497415,100.42369107,95.260938537,99.031126911,99.585042886,99.979710839,99.396610843,100.23928373,98.484110014,94.198650994,99.083934475,99.289912626,99.983558542,97.487081911,100.28676224,97.118060273,96.473565914,99.036153072,100.49316686,99.035716673,97.930097901
2000-06-30,100.08101948,98.605230532,98.551598477,99.439619503,94.683459878,96.831131863,97.853144103,97.421468028,96.402861997,98.79408557,97.305118081,100.51113607,98.207918353,100.4900372,99.949539622,99.993221686,99.907155201,99.653409482,97.029552519,97.557242946,95.175659863,99.338425975,96.814733796,100.35046534,99.048443734,99.434335893,100.19483606,98.467806986,93.996063915,96.117473152,100.78976769,96.883464339,99.533931383,100.12705314,100.51791692,99.878323865,100.55595777,99.293315556,95.740119561,99.818424113,100.11981562,100.36606153,98.102735541,100.67241013,97.855864292,97.477897801,99.536091274,100.82003535,99.792888396,98.150486007
2000-07-31,100.0900996,98.977525047,98.748141101,99.222281651,95.655723597,97.750978552,98.790802486,98.099031788,97.075788132,99.088802925,97.547196433,100.55258718,98.986125714,100.69730266,100.22556759,100.3434933,100.04526321,99.876637019,97.987259547,98.337125052,96.469971193,99.815326491,97.61995212,100.57461822,99.616533051,99.629381971,100.62825253,98.743959422,95.41442834,97.383001952,100.93815458,98.035032461,99.734627619,100.52537375,100.72636157,100.09709248,100.54973414,99.663244373,96.916286104,99.990756832,100.69273152,100.52771732,98.667480313,100.778882,98.412046924,98.077939382,99.920151368,100.73983128,100.34796227,98.218250489
2000-08-31,99.883578184,99.202315972,98.879938905,99.001614675,96.480285955,98.246109304,99.167134982,98.654152859,97.576183971,99.366511932,97.989797314,100.52087103,99.44808026,100.76150328,100.33575415,100.53334271,100.08659857,100.02056713,98.596642085,98.562294077,97.335831287,100.23287529,98.203947352,100.73061412,99.891335157,99.645535142,100.90831226,98.993317701,96.651221009,98.142569868,100.78806105,98.60184543,99.672425389,100.67887441,100.67657114,100.28118076,100.54441552,99.712049423,97.657545949,99.817999817,100.95916893,100.48493263,98.952319327,100.6288901,98.932275787,98.400615778,99.970685506,100.4945995,100.70842162,98.549284083
2000-09-30,99.868507676,99.382106287,99.085386395,99.240888904,97.327193786,98.804953089,99.319181582,99.072687724,98.189131584,99.568910494,98.67142049,100.46391053,99.579675926,100.69378715,100.28519473,100.58131044,100.11039417,99.987795511,98.966679151,98.681755221,98.039542391,100.22294919,98.843191737,100.6902128,99.897190636,99.619317465,100.97841448,99.336311526,97.651631739,98.367997023,100.60895287,98.948712498,99.5844814,100.5679038,100.51094916,100.50533247,100.45860172,99.848824967,98.225915607,99.672544251,100.85186328,100.38369751,99.175860407,100.41438249,99.339220883,98.622343044,99.648290187,100.35327639,100.74528478,99.250695748
2000-10-31,99.992766568,99.556173809,99.420081496,99.617126933,98.379341114,99.363248296,99.432329254,99.361883348,98.77768336,99.740315957,99.324343742,100.44560959,99.702818527,100.48724608,100.04072975,100.43654279,100.23994551,99.959980282,99.274121471,99.0409932,98.654501602,100.1686661,99.401006428,100.3643807,99.899175852,99.678284948,100.73364536,99.675216234,98.480088583,98.813001952,100.52402096,99.277676882,99.781527876,100.34775036,100.51615876,100.57663831,100.35413754,99.932786323,98.866609765,99.60673778,100.44328535,100.36613298,99.644236767,100.28771221,99.588376783,98.971298701,99.654849773,100.28196775,100.60583255,99.9262932
2000-11-30,100.04980159,99.742671695,99.745899505,99.785808339,99.274269967,99.761970061,99.701185954,99.601098597,99.372900122,99.907105418,99.747411187,100.31377165,99.860805996,100.27613542,99.91210674,100.15585684,100.18710973,100.07718313,99.611267116,99.501633734,99.324170181,100.17148367,99.690624768,100.02845765,99.962623604,99.780560647,100.29982343,99.849418251,99.27086332,99.458019559,100.26624354,99.703470521,100.00971828,100.13534682,100.40750685,100.3890582,100.1629472,99.986438278,99.535880501,99.721987515,100.07802846,100.28687515,99.939587824,100.1488293,99.750301116,99.513966568,99.876841385,100.13308507,100.42745095,100.16071555
2000-12-31,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2001-01-31,99.937843129,100.37213996,100.25988554,100.31153318,100.90265582,100.44441547,100.32380252,100.56686233,100.43989292,100.16211021,100.37146701,99.862291552,100.10488024,99.742138982,100.12400362,100.15815244,99.937449719,99.89029954,100.55311576,100.42398422,100.71895069,99.88413764,100.5029762,100.13185052,100.08247146,100.34287145,99.924857795,100.26965183,100.53483142,100.64137611,100.0636297,100.1639654,99.808186906,100.02075647,99.738158972,99.798880305,100.19762252,99.948288645,100.33675106,100.16147188,100.14755753,99.866281806,100.30703236,99.840996855,100.49843766,100.442761,100.32559904,100.11100836,99.8817005,99.826577558
2001-02-28,100.06153891,100.83980751,100.68570279,100.57612986,102.12836448,101.43900676,100.82385481,101.0501762,101.09854985,100.72760605,101.30813704,100.16297964,100.54783693,99.906321212,100.36221789,100.64161691,100.10057577,100.14201508,101.29547039,101.07313059,101.5567697,100.1772962,101.13639532,100.30899816,100.59005478,100.76813557,100.08005907,100.75510652,101.14552687,101.09924625,100.40304143,100.50491258,99.94865836,100.19642406,100.06565135,100.11975962,100.7730835,100.12676712,100.85943315,100.21341105,100.44866795,100.2536415,101.10041116,99.728878088,101.18051586,101.26772099,100.93414392,100.60296858,100.52992179,100.0700236
2001-03-31,100.48475518,101.46420096,101.41696397,100.83929424,103.59496118,102.59688974,101.68509415,101.57527514,102.2893483,101.45267306,102.84748731,100.83056084,101.49614971,100.41288541,100.83114322,101.30895718,100.60399762,100.6958429,102.16320243,102.12784924,102.88066624,100.90968843,102.20488022,100.71851649,101.4497582,101.36100922,100.59915254,101.43042014,102.34784883,101.81996473,100.91666837,101.18776926,100.55501155,100.53935278,100.72512255,100.81344517,101.60789827,100.95562538,101.71781841,100.44837195,100.88764119,100.73518275,101.92320768,100.04803249,102.00589316,102.42709733,101.58461894,101.3011052,101.49450743,100.79743238
2001-04-30,101.15553273,102.25922975,102.19035717,101.16955782,104.94207292,103.6763052,102.91840859,102.30813577,103.35011007,102.13782859,104.39525684,101.74411684,102.67905977,100.99760273,101.41199577,101.99226226,101.31141703,101.27881592,103.26547012,103.41868197,104.55943843,101.69111435,103.82230734,101.22641507,102.34339092,102.07672544,101.40265053,102.16571122,104.08564227,103.17171776,101.54905845,102.19347025,101.14372901,101.14219206,101.47540213,101.71365768,102.41119085,102.09668788,103.1557431,101.00420528,101.54558077,101.0642226,102.55205326,100.69714317,103.10361799,103.72922877,102.34577637,101.76294045,102.52830588,101.79029197
2001-05-31,101.71175877,103.14602692,102.76511574,101.5921416,105.93064902,104.64807496,104.23140291,103.16354916,104.30528672,102.78403016,105.35868088,102.69712994,103.69920894,101.54321121,102.01819768,102.65553729,101.9521611,101.76830598,104.64780993,104.61439817,105.9986032,102.49877079,105.31209196,101.65704596,103.32726007,102.80744616,102.07059527,103.00379801,105.84641895,104.55644958,102.20836629,103.592227,101.58081086,101.91591791,102.29907782,102.68208932,103.14906028,103.10891641,105.11944308,101.64639873,102.45309474,101.5967276,103.17164164,101.23252119,104.49980244,105.09948618,103.14175804,101.95506393,103.54128096,102.7332172
2001-06-30,101.93932666,104.06280753,103.38127236,102.16216647,106.75951608,105.45740522,105.57165326,104.04362153,105.49897193,103.34134965,105.60275833,103.34965984,104.45161223,102.06699226,102.57471638,103.22244303,102.38376714,102.25488966,106.15553309,105.52316295,107.39020551,103.28260698,106.41691296,102.05774173,104.09519174,103.31013944,102.49515634,103.91274568,107.32865039,106.24175956,102.69724382,105.30991929,102.07259923,102.60529815,102.81106615,103.2944068,103.82982766,104.24427929,107.14486198,101.96017261,103.34642792,102.10166265,103.72377659,101.57258172,105.8807889,106.29140306,103.69372395,102.06738697,104.34120363,103.4645441
2001-07-31,102.00378369,104.94908863,103.8947074,102.7130318,107.50804421,105.99739019,106.91938234,104.91909092,106.59150053,103.75788704,105.62151019,103.66717568,105.27694527,102.37104584,102.83320622,103.6723054,102.57054057,102.70012288,107.575024,106.53534015,108.97726452,103.78658223,107.3990955,102.50316214,104.43562727,103.5257273,102.80402857,104.73927478,108.47129536,108.03792507,102.96375968,106.79461463,102.38817397,103.1523188,103.14479751,103.43652014,104.3149168,105.18024035,108.94999001,102.08968973,103.81035473,102.21578802,103.96621572,101.68948413,106.86782822,107.09213304,104.13977098,102.07758568,104.92746655,104.06795773
2001-08-31,102.0283912,105.67682081,104.17212874,102.97971664,108.02101315,106.15037507,107.86436472,105.71590793,107.52206604,104.01713074,105.91932974,103.6701998,105.97837973,102.2702354,102.91408868,104.1648195,102.63934298,103.10953196,108.61764117,107.50080963,110.29953137,103.94919115,108.08330469,103.00245345,104.69451828,103.71949701,102.94822935,105.27283694,109.35210591,109.1652123,103.047142,107.7825486,102.19870981,103.65277853,103.38760863,103.37383458,104.54790368,105.5875017,110.38368574,102.28597101,103.79382586,102.34061419,103.98924008,101.59153618,107.38820901,107.56047182,104.40896257,101.97442731,105.31397082,104.63925283
2001-09-30,102.07062407,106.10195882,104.544724,102.99688053,108.50031303,105.97236693,108.30041584,106.34235414,108.54451562,104.20798067,106.56401063,103.37893106,106.32055181,102.10006283,103.0759178,104.62893794,102.82846122,103.5090858,109.05545455,108.28074631,111.02970991,103.81947795,108.6327795,103.29792615,105.13265836,103.91009148,102.93917358,105.6364915,110.08147984,109.84963202,102.89405009,108.37197179,101.99471631,104.02344427,103.3661475,103.44215824,104.55808226,105.63922962,111.45199728,102.47926038,103.65655321,102.63920067,104.08481807,101.31235969,107.6600042,108.00683618,104.45173103,101.83879544,105.46393439,105.18781127
2001-10-31,102.14544078,106.13516026,104.9036151,102.93670485,108.94652592,105.75636041,108.62983508,106.73778295,109.57698813,104.35517183,107.37106476,103.19549772,106.38998166,102.01908241,103.22067469,104.70415927,103.10532343,103.84554658,109.16365904,109.1236557,111.35899251,103.60350856,108.98721928,103.10901347,105.56016894,103.97173625,102.94431236,106.04487673,110.74875582,110.38168411,102.7223904,108.9640945,102.00629756,104.1080731,103.18510046,103.54931429,104.45595905,105.73269866,112.26018568,102.75003583,103.68112698,102.84257857,104.11372479,101.16905165,107.87515657,108.3170334,104.22126867,101.72141428,105.53978884,105.57746627
2001-11-30,102.14945658,106.02401154,105.05170486,102.95757626,109.2034195,105.72542836,108.96512472,106.94077322,110.16459385,104.53150141,108.15341158,103.23695495,106.25557941,102.02920102,103.19663945,104.52377025,103.20294832,103.98509621,109.36016207,109.93962552,111.42203851,103.61254078,109.0610544,102.67989868,105.61523331,104.06820324,103.09550312,106.36084537,111.45381913,110.79368593,102.7157337,109.53152684,102.01125434,104.03861183,102.92035156,103.57723205,104.53166273,106.02487999,113.01114894,102.97397492,103.88701632,102.89532921,103.88505226,101.17960086,108.18557968,108.50189676,104.01683617,101.6517469,105.58202047,105.85525988
2001-12-31,102.17027661,106.15340504,105.24174276,103.1958049,109.68196448,105.91878944,109.19419318,107.16043623,110.39778173,104.7992464,108.74236928,103.26930599,106.23676398,102.14554261,103.10287863,104.46851857,103.14411043,103.78318743,109.79616726,110.43531399,111.23071249,103.83021148,109.21390026,102.5162394,105.5832058,104.35528196,103.38011481,106.63822185,111.97036835,111.18805631,102.83465798,109.79698733,102.06159543,103.97942592,102.87806214,103.6986506,104.83621802,106.24358909,113.83835745,103.18910087,104.19659956,102.95901707,103.65748303,101.15585659,108.62570307,109.05956227,104.25177276,101.6709736,105.65979086,106.31327007
